independent,dependent,test,statistic,pvalue,notes
Functional Impairment - Weighted Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Functional Impairment - Weighted Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Functional Impairment - Weighted Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Functional Impairment - Weighted Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Functional Impairment - Weighted Score,Power Self Concept - Real Self Concept Score,spearman,-0.2314563146683522,0.13533259027513964,
Functional Impairment - Weighted Score,Power Self Concept - Ideal Self Concept score,spearman,-0.12830643520535062,0.4122353439802954,
Functional Impairment - Weighted Score,Power Self Concept – Social Self Concept Score,spearman,-0.1517597675179289,0.33131271433069887,
Functional Impairment - Weighted Score,Social Self Concept - Real Self Concept Score,spearman,-0.1806940343265327,0.24623211250843802,
Functional Impairment - Weighted Score,Social Self Concept – Social Self Concept Score,spearman,-0.097626881657345,0.5334103455854657,
Functional Impairment - Weighted Score,Ability Self Concept - Real Self Concept Score,spearman,-0.20481153669651098,0.18767768325350956,
Functional Impairment - Weighted Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.15335148493835193,0.32620619198970924,
Functional Impairment - Weighted Score,Ability Self Concept – Social Self Concept Score,spearman,-0.08136602869460163,0.6039756232492337,
Functional Impairment - Weighted Score,Physical Self Concept - Real Self Concept Score,spearman,-0.22177295357725055,0.15292437789781033,
Functional Impairment - Weighted Score,Physical Self Concept – Ideal Self Concept Score,spearman,-0.11954373547919851,0.44513805290969877,
Functional Impairment - Weighted Score,Physical Self Concept – Social Self Concept Score,spearman,0.11047111258527531,0.4806705999283336,
Functional Impairment - Weighted Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.21072359634881188,0.17497949377036925,
Functional Impairment - Weighted Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.14770071445535338,0.3445587052318506,
Functional Impairment - Weighted Score,Psychological Self Concept – Social Self Concept Score,spearman,-0.15622701739246533,0.31710658043125867,
Functional Impairment - Weighted Score,Real Self Concept Total Score,spearman,-0.24328005601815872,0.11594893159456786,
Functional Impairment - Weighted Score,Ideal Self Concept Total Score,spearman,-0.18261886056352908,0.24115167879772037,
Functional Impairment - Weighted Score,Social Self Concept Total Score,spearman,-0.11879321144463471,0.44802155808784183,
Functional Impairment - Weighted Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Functional Impairment - Weighted Score,Perceived Social Stress Score,spearman,0.21552401634450297,0.16513255640877514,
Functional Impairment - Weighted Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Withdrawl - Weighted Score,Emotional Support - Raw Score,spearman,-0.47760400271309816,0.0012006509334110576,
Withdrawl - Weighted Score,Informational Support - Raw Score,spearman,-0.44190610756242815,0.0030094142949537695,
Withdrawl - Weighted Score,Instrumental Support - Raw Score,spearman,-0.539867702828622,0.00018673550745538443,
Withdrawl - Weighted Score,Emotional Support - T Score,spearman,-0.3751049476320953,0.01319402827664035,
Withdrawl - Weighted Score,Informational Support - T Score,spearman,-0.44805171770254093,0.002586887954592931,
Withdrawl - Weighted Score,Instrumental Support - T Score,spearman,-0.5426546771569922,0.00017032802889979944,
Withdrawl - Weighted Score,Perceived Social Support Total T Score,spearman,-0.5264274817972828,0.00028775713848645454,
Withdrawl - Weighted Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Withdrawl - Weighted Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Withdrawl - Weighted Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Withdrawl - Weighted Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Withdrawl - Weighted Score,Power Self Concept - Real Self Concept Score,spearman,-0.12667307948334663,0.4182607367776221,
Withdrawl - Weighted Score,Power Self Concept - Ideal Self Concept score,spearman,0.019191094391355624,0.9027823624452951,
Withdrawl - Weighted Score,Power Self Concept – Social Self Concept Score,spearman,-0.1427865558682239,0.36102380034346504,
Withdrawl - Weighted Score,Social Self Concept - Real Self Concept Score,spearman,-0.309342951690406,0.04353559625988234,
Withdrawl - Weighted Score,Social Self Concept – Social Self Concept Score,spearman,-0.2585180280721134,0.09415970402266327,
Withdrawl - Weighted Score,Ability Self Concept - Real Self Concept Score,spearman,-0.18204706768603213,0.24265340421702655,
Withdrawl - Weighted Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.04356303858500495,0.7814914232725052,
Withdrawl - Weighted Score,Ability Self Concept – Social Self Concept Score,spearman,-0.1562313120846687,0.317093110960217,
Withdrawl - Weighted Score,Physical Self Concept - Real Self Concept Score,spearman,-0.18048298866224532,0.24679351234820598,
Withdrawl - Weighted Score,Physical Self Concept – Ideal Self Concept Score,spearman,-0.03158627445854503,0.8406424741059877,
Withdrawl - Weighted Score,Physical Self Concept – Social Self Concept Score,spearman,-0.03565437734774918,0.8204361653809452,
Withdrawl - Weighted Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.29842167585870255,0.05192390607502403,
Withdrawl - Weighted Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.06648913014182746,0.671842890433694,
Withdrawl - Weighted Score,Psychological Self Concept – Social Self Concept Score,spearman,-0.26711219703308187,0.08334906203200844,
Withdrawl - Weighted Score,Real Self Concept Total Score,spearman,-0.2737388184588309,0.07569471857054497,
Withdrawl - Weighted Score,Ideal Self Concept Total Score,spearman,-0.07166817320054929,0.6478871493839404,
Withdrawl - Weighted Score,Social Self Concept Total Score,spearman,-0.21156233844147287,0.1732292830418637,
Withdrawl - Weighted Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Withdrawl - Weighted Score,Perceived Social Stress Score,spearman,0.35939201389643727,0.017936155835435293,
Withdrawl - Weighted Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Weighted Score,Emotional Support - Raw Score,spearman,-0.41468092186861494,0.005695587125398835,
Occupational & Relationship Consequences - Weighted Score,Informational Support - Raw Score,spearman,-0.3838121279816235,0.011059816868540852,
Occupational & Relationship Consequences - Weighted Score,Instrumental Support - Raw Score,spearman,-0.2896198824189484,0.059592252653171196,
Occupational & Relationship Consequences - Weighted Score,Emotional Support - T Score,spearman,-0.3665639660027575,0.015618449768578433,
Occupational & Relationship Consequences - Weighted Score,Informational Support - T Score,spearman,-0.3884630781687879,0.010046061881725271,
Occupational & Relationship Consequences - Weighted Score,Instrumental Support - T Score,spearman,-0.29139497382721635,0.05797706218823278,
Occupational & Relationship Consequences - Weighted Score,Perceived Social Support Total T Score,spearman,-0.3962033559663377,0.008535299101304832,
Occupational & Relationship Consequences - Weighted Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Weighted Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Weighted Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Weighted Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Weighted Score,Power Self Concept - Real Self Concept Score,spearman,-0.33574813684723254,0.027728643387694537,
Occupational & Relationship Consequences - Weighted Score,Power Self Concept - Ideal Self Concept score,spearman,-0.19553213154824348,0.20890627214205487,
Occupational & Relationship Consequences - Weighted Score,Power Self Concept – Social Self Concept Score,spearman,-0.3728412834027946,0.013803082537748807,
Occupational & Relationship Consequences - Weighted Score,Social Self Concept - Real Self Concept Score,spearman,-0.35779716124007993,0.018489190847792988,
Occupational & Relationship Consequences - Weighted Score,Social Self Concept – Social Self Concept Score,spearman,-0.3034423980617438,0.047918966401283014,
Occupational & Relationship Consequences - Weighted Score,Ability Self Concept - Real Self Concept Score,spearman,-0.2549664431133226,0.09893106366366773,
Occupational & Relationship Consequences - Weighted Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.15824651963006953,0.3108126716940432,
Occupational & Relationship Consequences - Weighted Score,Ability Self Concept – Social Self Concept Score,spearman,-0.2946519019424563,0.05510472700025707,
Occupational & Relationship Consequences - Weighted Score,Physical Self Concept - Real Self Concept Score,spearman,-0.3688306931079416,0.014940892192700114,
Occupational & Relationship Consequences - Weighted Score,Physical Self Concept – Ideal Self Concept Score,spearman,-0.22387398672994838,0.14897210242374537,
Occupational & Relationship Consequences - Weighted Score,Physical Self Concept – Social Self Concept Score,spearman,-0.1889995681178728,0.22482070270134685,
Occupational & Relationship Consequences - Weighted Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.3312818135082925,0.03000407344696769,
Occupational & Relationship Consequences - Weighted Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.1971332499930575,0.2051287256893956,
Occupational & Relationship Consequences - Weighted Score,Psychological Self Concept – Social Self Concept Score,spearman,-0.42487411687058957,0.0045125481575784415,
Occupational & Relationship Consequences - Weighted Score,Real Self Concept Total Score,spearman,-0.3719198733647318,0.014057750191810282,
Occupational & Relationship Consequences - Weighted Score,Ideal Self Concept Total Score,spearman,-0.20973297606571795,0.17706295247949416,
Occupational & Relationship Consequences - Weighted Score,Social Self Concept Total Score,spearman,-0.38838266049950243,0.010062888972597134,
Occupational & Relationship Consequences - Weighted Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Occupational & Relationship Consequences - Weighted Score,Perceived Social Stress Score,spearman,0.20120701785774708,0.19573370799409667,
Occupational & Relationship Consequences - Weighted Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Weighted Score,Emotional Support - Raw Score,spearman,-0.4529405229410867,0.002288989637193242,
Compulsive Behaviour - Weighted Score,Informational Support - Raw Score,spearman,-0.4128771995166683,0.005930825523191863,
Compulsive Behaviour - Weighted Score,Instrumental Support - Raw Score,spearman,-0.30998517924373703,0.04307885353652257,
Compulsive Behaviour - Weighted Score,Emotional Support - T Score,spearman,-0.3720758850275539,0.014014351662463856,
Compulsive Behaviour - Weighted Score,Informational Support - T Score,spearman,-0.4112828081044108,0.006145734809020281,
Compulsive Behaviour - Weighted Score,Instrumental Support - T Score,spearman,-0.3099971660645394,0.043070365896757175,
Compulsive Behaviour - Weighted Score,Perceived Social Support Total T Score,spearman,-0.4089669498611764,0.006469902585841442,
Compulsive Behaviour - Weighted Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Weighted Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Weighted Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Weighted Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Weighted Score,Power Self Concept - Real Self Concept Score,spearman,-0.3487104741064729,0.021921452365185296,
Compulsive Behaviour - Weighted Score,Power Self Concept - Ideal Self Concept score,spearman,-0.32444721119617764,0.03378354881234858,
Compulsive Behaviour - Weighted Score,Power Self Concept – Social Self Concept Score,spearman,-0.5971343656320519,2.3682389705624092e-05,
Compulsive Behaviour - Weighted Score,Social Self Concept - Real Self Concept Score,spearman,-0.5055189649580306,0.0005445879070848674,
Compulsive Behaviour - Weighted Score,Social Self Concept – Social Self Concept Score,spearman,-0.6270165899242539,6.828912421620542e-06,
Compulsive Behaviour - Weighted Score,Ability Self Concept - Real Self Concept Score,spearman,-0.3360716625116638,0.027569541782305203,
Compulsive Behaviour - Weighted Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.355079953434253,0.01946449691650352,
Compulsive Behaviour - Weighted Score,Ability Self Concept – Social Self Concept Score,spearman,-0.4505839907915589,0.0024285800870769737,
Compulsive Behaviour - Weighted Score,Physical Self Concept - Real Self Concept Score,spearman,-0.5242057554693758,0.00030854626694123245,
Compulsive Behaviour - Weighted Score,Physical Self Concept – Ideal Self Concept Score,spearman,-0.4280921304432696,0.004186571191357492,
Compulsive Behaviour - Weighted Score,Physical Self Concept – Social Self Concept Score,spearman,-0.4958782954863421,0.0007210223433888703,
Compulsive Behaviour - Weighted Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.4734672436687013,0.0013423863796327615,
Compulsive Behaviour - Weighted Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.34195237300647446,0.02480711638465881,
Compulsive Behaviour - Weighted Score,Psychological Self Concept – Social Self Concept Score,spearman,-0.608585283071328,1.4926275763752764e-05,
Compulsive Behaviour - Weighted Score,Real Self Concept Total Score,spearman,-0.46823589244308544,0.001542782226918845,
Compulsive Behaviour - Weighted Score,Ideal Self Concept Total Score,spearman,-0.3492344614984102,0.021709980074278795,
Compulsive Behaviour - Weighted Score,Social Self Concept Total Score,spearman,-0.6196776262346355,9.379232048271658e-06,
Compulsive Behaviour - Weighted Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Compulsive Behaviour - Weighted Score,Perceived Social Stress Score,spearman,0.2523061861850142,0.10262505775971162,
Compulsive Behaviour - Weighted Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Obsession with Internet - Weighted Score,Emotional Support - Raw Score,spearman,-0.3511736478542488,0.02094216580811693,
Obsession with Internet - Weighted Score,Informational Support - Raw Score,spearman,-0.34446397259950884,0.02369975294394006,
Obsession with Internet - Weighted Score,Instrumental Support - Raw Score,spearman,-0.5148777674746023,0.000411399798192268,
Obsession with Internet - Weighted Score,Emotional Support - T Score,spearman,-0.3285227229699166,0.031485396679064005,
Obsession with Internet - Weighted Score,Informational Support - T Score,spearman,-0.3466895165924795,0.022753305329379036,
Obsession with Internet - Weighted Score,Instrumental Support - T Score,spearman,-0.51598248804675,0.0003977900078102026,
Obsession with Internet - Weighted Score,Perceived Social Support Total T Score,spearman,-0.4344606477761861,0.0036015556022022327,
Obsession with Internet - Weighted Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Obsession with Internet - Weighted Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Obsession with Internet - Weighted Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Obsession with Internet - Weighted Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Obsession with Internet - Weighted Score,Power Self Concept - Real Self Concept Score,spearman,-0.282216528830968,0.06672003918924052,
Obsession with Internet - Weighted Score,Power Self Concept - Ideal Self Concept score,spearman,-0.4263178015843611,0.004363666481693572,
Obsession with Internet - Weighted Score,Power Self Concept – Social Self Concept Score,spearman,-0.34279094174817737,0.024432691882672494,
Obsession with Internet - Weighted Score,Social Self Concept - Real Self Concept Score,spearman,-0.27184670064999056,0.07782162087460472,
Obsession with Internet - Weighted Score,Social Self Concept – Social Self Concept Score,spearman,-0.34737741031736036,0.022467244399430313,
Obsession with Internet - Weighted Score,Ability Self Concept - Real Self Concept Score,spearman,-0.21786198643036786,0.16048494056622883,
Obsession with Internet - Weighted Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.36141592703631936,0.01725448111957257,
Obsession with Internet - Weighted Score,Ability Self Concept – Social Self Concept Score,spearman,-0.36304210340356075,0.016722738038630832,
Obsession with Internet - Weighted Score,Physical Self Concept - Real Self Concept Score,spearman,-0.2571849762631024,0.09592931155248646,
Obsession with Internet - Weighted Score,Physical Self Concept – Ideal Self Concept Score,spearman,-0.3607857864217857,0.01746433355251005,
Obsession with Internet - Weighted Score,Physical Self Concept – Social Self Concept Score,spearman,-0.13394162939908513,0.3918315349939382,
Obsession with Internet - Weighted Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.3191534154028172,0.03697310689478427,
Obsession with Internet - Weighted Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.34946900373571294,0.021615878126869503,
Obsession with Internet - Weighted Score,Psychological Self Concept – Social Self Concept Score,spearman,-0.40848882083480065,0.006538643197391726,
Obsession with Internet - Weighted Score,Real Self Concept Total Score,spearman,-0.3060438091821561,0.04594436729663131,
Obsession with Internet - Weighted Score,Ideal Self Concept Total Score,spearman,-0.4365217025537612,0.003428218471280108,
Obsession with Internet - Weighted Score,Social Self Concept Total Score,spearman,-0.38373709147154644,0.011076864074891264,
Obsession with Internet - Weighted Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Obsession with Internet - Weighted Score,Perceived Social Stress Score,spearman,0.3702372557621648,0.014533114214474318,
Obsession with Internet - Weighted Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Weighted Score,Emotional Support - Raw Score,spearman,-0.17493638815120915,0.261857929909766,
Internet as a Source of Recreation - Weighted Score,Informational Support - Raw Score,spearman,-0.1874374896623847,0.2287465098906379,
Internet as a Source of Recreation - Weighted Score,Instrumental Support - Raw Score,spearman,-0.3733580137517788,0.013661987975401297,
Internet as a Source of Recreation - Weighted Score,Emotional Support - T Score,spearman,-0.18467682850483877,0.23579895664035888,
Internet as a Source of Recreation - Weighted Score,Informational Support - T Score,spearman,-0.1918958089187597,0.21766506668152202,
Internet as a Source of Recreation - Weighted Score,Instrumental Support - T Score,spearman,-0.3747695416936914,0.01328280151216645,
Internet as a Source of Recreation - Weighted Score,Perceived Social Support Total T Score,spearman,-0.2318256931056376,0.13469271107024694,
Internet as a Source of Recreation - Weighted Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Weighted Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Weighted Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Weighted Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Weighted Score,Power Self Concept - Real Self Concept Score,spearman,0.028657915524797437,0.8552512910512309,
Internet as a Source of Recreation - Weighted Score,Power Self Concept - Ideal Self Concept score,spearman,-0.04317424881746125,0.7833944965048469,
Internet as a Source of Recreation - Weighted Score,Power Self Concept – Social Self Concept Score,spearman,0.09404031045883596,0.5486235464780913,
Internet as a Source of Recreation - Weighted Score,Social Self Concept - Real Self Concept Score,spearman,0.03418755887299381,0.8277093618872541,
Internet as a Source of Recreation - Weighted Score,Social Self Concept – Social Self Concept Score,spearman,0.08044952902899703,0.6080700844730174,
Internet as a Source of Recreation - Weighted Score,Ability Self Concept - Real Self Concept Score,spearman,0.0033099616040211375,0.9831935439381864,
Internet as a Source of Recreation - Weighted Score,Ability Self Concept - Ideal Self Concept Score,spearman,-0.1033286874607685,0.5096556764037723,
Internet as a Source of Recreation - Weighted Score,Ability Self Concept – Social Self Concept Score,spearman,0.007540765884555703,0.9617228958414423,
Internet as a Source of Recreation - Weighted Score,Physical Self Concept - Real Self Concept Score,spearman,0.11684213526622754,0.4555651618730615,
Internet as a Source of Recreation - Weighted Score,Physical Self Concept – Ideal Self Concept Score,spearman,0.032339192599353646,0.8368946839773562,
Internet as a Source of Recreation - Weighted Score,Physical Self Concept – Social Self Concept Score,spearman,0.27746079261629114,0.07164436798682039,
Internet as a Source of Recreation - Weighted Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.03386145545370039,0.8293282980797692,
Internet as a Source of Recreation - Weighted Score,Psychological Self Concept – Ideal Self Concept Score,spearman,-0.04739189578770143,0.7628185770020213,
Internet as a Source of Recreation - Weighted Score,Psychological Self Concept – Social Self Concept Score,spearman,0.021739561719696356,0.8899469163352334,
Internet as a Source of Recreation - Weighted Score,Real Self Concept Total Score,spearman,-0.003989715351959766,0.9797427217292121,
Internet as a Source of Recreation - Weighted Score,Ideal Self Concept Total Score,spearman,-0.09564530911086642,0.541790172267296,
Internet as a Source of Recreation - Weighted Score,Social Self Concept Total Score,spearman,0.0675924310183484,0.6667115705385394,
Internet as a Source of Recreation - Weighted Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Internet as a Source of Recreation - Weighted Score,Perceived Social Stress Score,spearman,0.11593124618923642,0.4591104280595484,
Internet as a Source of Recreation - Weighted Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Enhanced Socialization - Weighted Score,Emotional Support - Raw Score,spearman,0.05349138360126138,0.7333486767938792,
Enhanced Socialization - Weighted Score,Informational Support - Raw Score,spearman,-0.1062894555748394,0.4975345925450423,
Enhanced Socialization - Weighted Score,Instrumental Support - Raw Score,spearman,0.17565906553277713,0.25986125272489935,
Enhanced Socialization - Weighted Score,Emotional Support - T Score,spearman,0.19050866184782705,0.22107231128747729,
Enhanced Socialization - Weighted Score,Informational Support - T Score,spearman,-0.11081948128826706,0.47927934804673067,
Enhanced Socialization - Weighted Score,Instrumental Support - T Score,spearman,0.17368852966118373,0.26532959590622435,
Enhanced Socialization - Weighted Score,Perceived Social Support Total T Score,spearman,0.10292997048327963,0.5112992748401081,
Enhanced Socialization - Weighted Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Enhanced Socialization - Weighted Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Enhanced Socialization - Weighted Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Enhanced Socialization - Weighted Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Enhanced Socialization - Weighted Score,Power Self Concept - Real Self Concept Score,spearman,0.04663101345769567,0.7665191072041266,
Enhanced Socialization - Weighted Score,Power Self Concept - Ideal Self Concept score,spearman,0.2078586653855768,0.18105354295775994,
Enhanced Socialization - Weighted Score,Power Self Concept – Social Self Concept Score,spearman,0.08268903903342358,0.5980862133335951,
Enhanced Socialization - Weighted Score,Social Self Concept - Real Self Concept Score,spearman,0.004926206246782106,0.9749891642316082,
Enhanced Socialization - Weighted Score,Social Self Concept – Social Self Concept Score,spearman,0.0801324419112808,0.6094894392663204,
Enhanced Socialization - Weighted Score,Ability Self Concept - Real Self Concept Score,spearman,0.11601373940948183,0.45878874506151857,
Enhanced Socialization - Weighted Score,Ability Self Concept - Ideal Self Concept Score,spearman,0.21186096565165966,0.17260918669826517,
Enhanced Socialization - Weighted Score,Ability Self Concept – Social Self Concept Score,spearman,0.1799920942358072,0.2481026717896879,
Enhanced Socialization - Weighted Score,Physical Self Concept - Real Self Concept Score,spearman,-0.005262133203879373,0.9732842241526314,
Enhanced Socialization - Weighted Score,Physical Self Concept – Ideal Self Concept Score,spearman,0.16237043239785168,0.29820858580576337,
Enhanced Socialization - Weighted Score,Physical Self Concept – Social Self Concept Score,spearman,0.17707114107259336,0.25598919950910703,
Enhanced Socialization - Weighted Score,Psychological Self Concept - Real Self Concept Score,spearman,0.10328273125148017,0.5098449820555843,
Enhanced Socialization - Weighted Score,Psychological Self Concept – Ideal Self Concept Score,spearman,0.17271283695526152,0.2680652387136632,
Enhanced Socialization - Weighted Score,Psychological Self Concept – Social Self Concept Score,spearman,0.08649945632373103,0.5812661627475975,
Enhanced Socialization - Weighted Score,Real Self Concept Total Score,spearman,0.04749759297573872,0.762304932217799,
Enhanced Socialization - Weighted Score,Ideal Self Concept Total Score,spearman,0.21330572374984502,0.1696317247352769,
Enhanced Socialization - Weighted Score,Social Self Concept Total Score,spearman,0.10597622150585224,0.49880990998763786,
Enhanced Socialization - Weighted Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Enhanced Socialization - Weighted Score,Perceived Social Stress Score,spearman,0.03366385036201253,0.8303096461031055,
Enhanced Socialization - Weighted Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Weighted Score,Emotional Support - Raw Score,spearman,-0.003218792862282383,0.9836563934664863,
Perceived Control of Internet Use - Weighted Score,Informational Support - Raw Score,spearman,-0.09134187691359409,0.5602037869356875,
Perceived Control of Internet Use - Weighted Score,Instrumental Support - Raw Score,spearman,0.011842095985470289,0.9399217951075212,
Perceived Control of Internet Use - Weighted Score,Emotional Support - T Score,spearman,0.05018781239242274,0.7492660638410549,
Perceived Control of Internet Use - Weighted Score,Informational Support - T Score,spearman,-0.0971801927337139,0.5352938163088803,
Perceived Control of Internet Use - Weighted Score,Instrumental Support - T Score,spearman,0.008933856456632536,0.9546582979008393,
Perceived Control of Internet Use - Weighted Score,Perceived Social Support Total T Score,spearman,-0.048309978214460675,0.7583604541952784,
Perceived Control of Internet Use - Weighted Score,Emotional Support - Rank,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Weighted Score,Informational Support - Rank,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Weighted Score,Instrumental Support - Rank,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Weighted Score,Perceived Social Support TOTAL - Rank,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Weighted Score,Power Self Concept - Real Self Concept Score,spearman,-0.15367137148507706,0.32518591381205486,
Perceived Control of Internet Use - Weighted Score,Power Self Concept - Ideal Self Concept score,spearman,-0.0016952950632546312,0.9913916225851913,
Perceived Control of Internet Use - Weighted Score,Power Self Concept – Social Self Concept Score,spearman,-0.06372040550545453,0.6847844656348847,
Perceived Control of Internet Use - Weighted Score,Social Self Concept - Real Self Concept Score,spearman,-0.1024043480477656,0.5134700704801298,
Perceived Control of Internet Use - Weighted Score,Social Self Concept – Social Self Concept Score,spearman,-0.00045445259317994786,0.9976923384282754,
Perceived Control of Internet Use - Weighted Score,Ability Self Concept - Real Self Concept Score,spearman,-0.0844393569339897,0.5903334776397295,
Perceived Control of Internet Use - Weighted Score,Ability Self Concept - Ideal Self Concept Score,spearman,0.030966601433946556,0.8437296269690043,
Perceived Control of Internet Use - Weighted Score,Ability Self Concept – Social Self Concept Score,spearman,-0.012605476492196576,0.9360567081443997,
Perceived Control of Internet Use - Weighted Score,Physical Self Concept - Real Self Concept Score,spearman,-0.13550392982183748,0.38628110707530405,
Perceived Control of Internet Use - Weighted Score,Physical Self Concept – Ideal Self Concept Score,spearman,0.04076914172694024,0.7951945186446454,
Perceived Control of Internet Use - Weighted Score,Physical Self Concept – Social Self Concept Score,spearman,0.0920578551687013,0.5571201013919023,
Perceived Control of Internet Use - Weighted Score,Psychological Self Concept - Real Self Concept Score,spearman,-0.08558471630671152,0.5852845519307904,
Perceived Control of Internet Use - Weighted Score,Psychological Self Concept – Ideal Self Concept Score,spearman,0.04036434447149694,0.7971850701044233,
Perceived Control of Internet Use - Weighted Score,Psychological Self Concept – Social Self Concept Score,spearman,-0.05893306079518881,0.7073712357287121,
Perceived Control of Internet Use - Weighted Score,Real Self Concept Total Score,spearman,-0.12433673176811239,0.4269656211985404,
Perceived Control of Internet Use - Weighted Score,Ideal Self Concept Total Score,spearman,0.006942350804761672,0.964758480001638,
Perceived Control of Internet Use - Weighted Score,Social Self Concept Total Score,spearman,-0.03975996320489842,0.8001594183648348,
Perceived Control of Internet Use - Weighted Score,Ideal Self Concept Total Category,,,,Test not run: unsupported type combination.
Perceived Control of Internet Use - Weighted Score,Perceived Social Stress Score,spearman,0.2606289739996829,0.09140912894875221,
Perceived Control of Internet Use - Weighted Score,Perceived Social Stress Category,,,,Test not run: unsupported type combination.
Internet Usage Total Score (Weighted),Emotional Support - Raw Score,spearman,-0.38734382012039725,0.010282443811188362,
Internet Usage Total Score (Weighted),Informational Support - Raw Score,spearman,-0.4318910237980547,0.0038283747576860045,
Internet Usage Total Score (Weighted),Instrumental Support - Raw Score,spearman,-0.4311341780368763,0.0038975192443607754,
Internet Usage Total Score (Weighted),Emotional Support - T Score,spearman,-0.28855938034910067,0.06057424472989126,
Internet Usage Total Score (Weighted),Informational Support - T Score,spearman,-0.437773533171212,0.003326544431228074,
Internet Usage Total Score (Weighted),Instrumental Support - T Score,spearman,-0.4338259567733398,0.0036564565456498367,
Internet Usage Total Score (Weighted),Perceived Social Support Total T Score,spearman,-0.427031095425139,0.004291702317150872,
Internet Usage Total Score (Weighted),Emotional Support - Rank,,,,Test not run: unsupported type combination.
Internet Usage Total Score (Weighted),Informational Support - Rank,,,,Test not run: unsupported type combination.
Internet Usage Total Score (Weighted),Instrumental Support - Rank,,,,Test not run: unsupported type combination.
